  0.0337896,  -0.191847,  -0.124927
  0.027646,  -0.215827,  -0.144447
  0.0230383,  -0.215827,  -0.0468478
  0.0168948,  -0.215827,  -0.218623
  0.0122871,  -0.215827,  -0.00390398
  0.00614356,  -0.215827,  -0.210815
  0.00153589,  -0.239808,  -0.191295
  -0.00614356,  -0.239808,  -0.0429438
  -0.0122871,  -0.311751,  -0.011712
  -0.0184307,  -0.311751,  -0.00780797
  -0.027646,  -0.335732,  -0.011712
  -0.0353255,  -0.359712,  -0.366974
  -0.0430049,  -0.383693,  -0.163967
  -0.0522203,  -0.431655,  -0.0195199
  -0.0614356,  -0.431655,  -0.0312319
  -0.069115,  -0.407674,  -0.0312319
  -0.0798663,  -0.407674,  -0.11712
  -0.0906175,  -0.479616,  -0.00390398
  -0.0998328,  -0.479616,  -0.00780797
  -0.110584,  -0.479616,  -0.00390398
  -0.121335,  -0.527578,  -0.00390398
  -0.133622,  -0.527578,  -0.00780797
  -0.14591,  -0.551559,  -0.00780797
  -0.158197,  -0.57554,  -0.011712
  -0.170484,  -0.57554,  -0.00780797
  -0.182771,  -0.57554,  -0.0156159
  -0.195058,  -0.551559,  -0.0156159
  -0.208881,  -0.647482,  -0.0195199
  -0.222704,  -0.695444,  -0.0195199
  -0.238063,  -0.695444,  -0.0195199
  -0.25035,  -0.647482,  -0.0195199
  -0.265709,  -0.647482,  -0.0195199
  -0.281068,  -0.695444,  -0.0273279
  -0.296427,  -0.743406,  -0.0273279
  -0.313322,  -0.767386,  -0.0312319
  -0.32868,  -0.767386,  -0.0312319
  -0.345575,  -0.767386,  -0.0312319
  -0.360934,  -0.767386,  -0.0351359
  -0.377829,  -0.791367,  -0.0351359
  -0.39626,  -0.815348,  -0.0312319
  -0.416226,  -0.86331,  -0.0351359
  -0.433121,  -0.911271,  -0.11712
  -0.451552,  -0.815348,  -0.0351359
  -0.469982,  -0.839329,  -0.0936956
  -0.488413,  -0.911271,  -0.0390398
  -0.509915,  -0.935252,  -0.0351359
  -0.528346,  -0.959233,  -0.0429438
  -0.546777,  -0.88729,  -0.0429438
  -0.566743,  -0.88729,  -0.0429438
  -0.585174,  -0.935252,  -0.0390398
  -0.606676,  -0.983214,  -0.0351359
  -0.626643,  -1.03118,  -0.0468478
  -0.64661,  -0.983214,  -0.0429438
  -0.668112,  -0.983214,  -0.0429438
  -0.689614,  -1.03118,  -0.0468478
  -0.711117,  -1.00719,  -0.0429438
  -0.731084,  -0.983214,  -0.0273279
  -0.752586,  -0.983214,  -0.0468478
  -0.774088,  -0.983214,  -0.0429438
  -0.795591,  -1.00719,  -0.0273279
  -0.815557,  -1.00719,  -0.0390398
  -0.835524,  -1.03118,  -0.0507518
  -0.858562,  -1.07914,  -0.0507518
  -0.881601,  -1.07914,  -0.0507518
  -0.901567,  -1.03118,  -0.0429438
  -0.921534,  -0.983214,  -0.0468478
  -0.943036,  -1.00719,  -0.0507518
  -0.966075,  -1.03118,  -0.0507518
  -0.986041,  -1.05516,  -0.0507518
  -1.00754,  -1.00719,  -0.0468478
  -1.02751,  -0.983214,  -0.0429438
  -1.04901,  -0.959233,  -0.0390398
  -1.07052,  -0.983214,  -0.0468478
  -1.08895,  -0.983214,  -0.0390398
  -1.10891,  -0.959233,  -0.0468478
  -1.12888,  -0.959233,  -0.0468478
  -1.14885,  -1.03118,  -0.0507518
  -1.16881,  -1.00719,  -0.0429438
  -1.18724,  -0.911271,  -0.0351359
  -1.20567,  -0.88729,  -0.0468478
  -1.22257,  -0.839329,  -0.0390398
  -1.24253,  -0.839329,  -0.0429438
  -1.25943,  -0.839329,  -0.0351359
  -1.27632,  -0.815348,  -0.191295
  -1.29168,  -0.791367,  -0.0390398
  -1.31011,  -0.815348,  -0.0351359
  -1.32701,  -0.815348,  -0.0351359
  -1.34237,  -0.815348,  -0.0351359
  -1.35619,  -0.671463,  -0.0312319
  -1.37001,  -0.671463,  -0.0312319
  -1.38384,  -0.623501,  -0.0312319
  -1.39766,  -0.647482,  -0.0351359
  -1.40995,  -0.647482,  -0.0234239
  -1.42223,  -0.623501,  -0.0273279
  -1.43606,  -0.551559,  -0.0234239
  -1.44834,  -0.479616,  -0.011712
  -1.45449,  -0.431655,  -0.0195199
  -1.46524,  -0.479616,  -0.0234239
  -1.47445,  -0.503597,  -0.0156159
  -1.48367,  -0.431655,  -0.00780797
  -1.49288,  -0.407674,  -0.011712
  -1.49903,  -0.359712,  0.199103
  -1.50517,  -0.28777,  0.187391
  -1.50978,  -0.239808,  -0.00390398
  -1.51592,  -0.239808,  0.171775
  -1.52053,  -0.215827,  0.132735
  -1.5236,  -0.143885,  0.0975996
  -1.52514,  -0.0959233,  0.0819837
  -1.52667,  -0.0719425,  0.0741757
  -1.52821,  -0.0479616,  0.0702717
  -1.52821,  0,  0.0468478
  -1.52821,  0,  0.0507518
  -1.52821,  0,  0.124927
  -1.52821,  0,  0.171775
  -1.52821,  0,  0.269375
  -1.52821,  0,  0.343551
  -1.52667,  0,  0.374782
  -1.5236,  0.0719425,  0.452862
  -1.51746,  0.167866,  0.374782
  -1.51132,  0.215827,  0.304511
  -1.50364,  0.311751,  0.214719
  -1.49442,  0.407674,  0.195199
  -1.48367,  0.455636,  0.167871
  -1.47138,  0.503597,  0.124927
  -1.4591,  0.551559,  0.128831
  -1.44834,  0.551559,  0.144447
  -1.43606,  0.527578,  0.148351
  -1.42223,  0.551559,  0.160063
  -1.40841,  0.599521,  0.121024
  -1.39305,  0.695444,  0.105408
  -1.37616,  0.767386,  0.0780797
  -1.35773,  0.815348,  0.0741757
  -1.34083,  0.839329,  0.0780797
  -1.32087,  0.88729,  0.109312
  -1.3009,  0.959233,  0.0585598
  -1.2794,  0.983214,  0.0390398
  -1.25943,  0.983214,  0.0546558
  -1.23946,  0.983214,  0.0858876
  -1.21489,  1.03118,  0.0975996
  -1.19031,  1.10312,  0.0351359
  -1.16728,  1.17506,  0.0897916
  -1.13963,  1.22302,  0.0195199
  -1.11506,  1.29496,  0.0351359
  -1.08587,  1.31895,  0.00780797
  -1.05976,  1.31895,  0.00780797
  -1.03058,  1.29496,  0.0234239
  -1.00294,  1.31895,  0.00390398
  -0.973754,  1.41487,  0.00780797
  -0.9415,  1.46283,  0.00780797
  -0.910783,  1.51079,  0.011712
  -0.881601,  1.48681,  0.00780797
  -0.847811,  1.53477,  0.00780797
  -0.815557,  1.60672,  0.0195199
  -0.781768,  1.65468,  0.011712
  -0.747978,  1.65468,  0.0195199
  -0.715725,  1.6307,  0.0156159
  -0.681935,  1.60672,  0.0156159
  -0.64661,  1.67866,  0.0156159
  -0.611284,  1.7506,  0.0312319
  -0.575959,  1.7506,  0.0234239
  -0.539097,  1.77458,  0.0351359
  -0.503772,  1.77458,  0.0273279
  -0.463839,  1.82254,  0.0312319
  -0.426977,  1.8705,  0.0390398
  -0.390116,  1.82254,  0.0390398
  -0.351719,  1.8705,  0.0429438
  -0.313322,  1.84652,  0.0351359
  -0.273388,  1.89449,  0.0468478
  -0.234991,  1.91847,  0.0468478
  -0.19813,  1.8705,  0.0429438
  -0.158197,  1.8705,  0.0429438
  -0.118264,  1.94245,  0.0507518
  -0.0783304,  1.96643,  0.0585598
  -0.0368614,  2.01439,  0.0624637
  0.00307178,  2.03837,  0.0663677
  0.0368614,  1.79856,  0.0429438
  0.0706509,  1.6307,  0.0429438
  0.110584,  1.84652,  0.0507518
  0.155125,  2.13429,  0.0663677
  0.196594,  2.13429,  0.0702717
  0.228848,  1.77458,  0.0468478
  0.267245,  1.7506,  0.0546558
  0.307178,  1.99041,  0.0741757
  0.344039,  1.82254,  0.0507518
  0.382437,  1.84652,  0.0624637
  0.419298,  1.8705,  0.0546558
  0.457695,  1.82254,  0.0624637
  0.493021,  1.84652,  0.0663677
  0.528346,  1.77458,  0.0624637
  0.565207,  1.77458,  0.0624637
  0.600533,  1.7506,  0.0624637
  0.637394,  1.7506,  0.0663677
  0.67272,  1.7506,  0.0624637
  0.706509,  1.67866,  0.0663677
  0.740299,  1.70264,  0.0741757
  0.774088,  1.67866,  0.0663677
  0.806342,  1.58273,  0.0624637
  0.838596,  1.58273,  0.0624637
  0.869314,  1.53477,  0.0585598
  0.900031,  1.48681,  0.0624637
  0.930749,  1.53477,  0.0663677
  0.959931,  1.43885,  0.0663677
  0.987577,  1.39089,  0.0624637
  1.01676,  1.36691,  0.0585598
  1.04133,  1.36691,  0.0624637
  1.06898,  1.29496,  0.0585598
  1.09509,  1.29496,  0.0663677
  1.11813,  1.247,  0.0585598
  1.14424,  1.07914,  0.0507518
  1.1642,  1.05516,  0.0546558
  1.18571,  1.07914,  0.0507518
  1.20567,  1.05516,  0.0507518
  1.22718,  1.00719,  0.0507518
  1.24561,  0.959233,  0.0429438
  1.26404,  0.911271,  0.0507518
  1.28093,  0.86331,  0.0468478
  1.29629,  0.815348,  0.0351359
  1.31165,  0.719425,  0.0351359
  1.32547,  0.695444,  0.0351359
  1.33776,  0.647482,  0.0351359
  1.35005,  0.647482,  0.0351359
  1.36233,  0.57554,  0.0234239
  1.37155,  0.479616,  0.0273279
  1.38076,  0.455636,  0.0273279
  1.38844,  0.383693,  -0.234239
  1.39305,  0.28777,  -0.195199
  1.3992,  0.239808,  -0.183487
  1.40227,  0.191847,  -0.128831
  1.40688,  0.143885,  -0.11712
  1.40841,  0.119904,  -0.105408
  1.40995,  0.0959233,  -0.109312
  1.40995,  0.0239808,  -0.0936956
  1.40995,  0,  -0.203007
  1.40995,  0,  -0.214719
  1.40995,  0,  -0.288895
  1.40688,  -0.0239808,  -0.347455
  1.4038,  -0.119904,  -0.284991
  1.39766,  -0.215827,  -0.222527
  1.38998,  -0.28777,  -0.183487
  1.38076,  -0.359712,  -0.183487
  1.37155,  -0.407674,  -0.124927
  1.35926,  -0.503597,  -0.0780797
  1.34851,  -0.551559,  -0.109312
  1.33469,  -0.623501,  -0.0195199
  1.32087,  -0.695444,  -0.0429438
  1.30551,  -0.695444,  -0.0156159
  1.29015,  -0.743406,  -0.0936956
  1.27172,  -0.791367,  -0.327935
  1.25329,  -0.86331,  -0.249855
  1.23332,  -0.935252,  -0.222527
  1.21182,  -0.959233,  -0.335743
  1.19031,  -1.03118,  -0.42163
  1.16881,  -1.05516,  -0.425534
  1.14577,  -1.07914,  -0.0312319
  1.1212,  -1.07914,  -0.128831
  1.09663,  -1.17506,  -0.464574
  1.06898,  -1.27098,  -0.0195199
  1.04287,  -1.34293,  -0.363071
  1.01522,  -1.36691,  -0.0156159
  0.987577,  -1.36691,  -0.370878
  0.958395,  -1.41487,  -0.339647
  0.927677,  -1.46283,  -0.343551
  0.895424,  -1.51079,  -0.011712
  0.864706,  -1.53477,  -0.00780797
  0.833988,  -1.53477,  -0.00780797
  0.800199,  -1.58273,  -0.366974
  0.766409,  -1.65468,  -0.386494
  0.731084,  -1.65468,  -0.40211
  0.695758,  -1.72662,  -0.378686
  0.661968,  -1.72662,  -0.398206
  0.626643,  -1.72662,  -0.0156159
  0.588246,  -1.79856,  -0.355263
  0.551384,  -1.84652,  -0.0195199
  0.512987,  -1.82254,  -0.0273279
  0.477662,  -1.79856,  -0.0234239
  0.439264,  -1.79856,  -0.0156159
  0.400867,  -1.94245,  -0.0312319
  0.359398,  -1.94245,  -0.417726
  0.321001,  -1.94245,  -0.0312319
  0.281068,  -1.94245,  -0.0351359
  0.241135,  -1.94245,  -0.0273279
  0.199666,  -2.03837,  -0.0507518
  0.161268,  -1.96643,  -0.0312319
  0.119799,  -2.01439,  -0.0468478
  0.0798663,  -2.01439,  -0.0390398
  0.0368614,  -2.01439,  -0.0507518
  -0.00307178,  -1.99041,  -0.0546558
  -0.041469,  -1.94245,  -0.0390398
  -0.0875457,  -2.06235,  -0.0585598
  -0.127479,  -2.13429,  -0.0585598
  -0.168948,  -2.11031,  -0.0624637
  -0.211953,  -2.08633,  -0.0624637
  -0.247278,  -1.91847,  -0.0585598
  -0.288747,  -1.8705,  -0.0546558
  -0.337896,  -1.94245,  -0.0663677
  -0.365542,  -1.91847,  -0.284991
  -0.402403,  -1.77458,  -0.296703
  -0.442336,  -1.89449,  -0.0624637
  -0.488413,  -2.18225,  -0.0780797
  -0.52681,  -2.03837,  -0.249855
  -0.563672,  -1.79856,  -0.257663
  -0.600533,  -1.79856,  -0.265471
  -0.642002,  -1.84652,  -0.0702717
  -0.67272,  -1.77458,  -0.0624637
  -0.711117,  -1.7506,  -0.261567
  -0.747978,  -1.79856,  -0.253759
  -0.783304,  -1.72662,  -0.242047
  -0.820165,  -1.7506,  -0.0702717
  -0.852419,  -1.72662,  -0.245951
  -0.886208,  -1.70264,  -0.249855
  -0.918462,  -1.6307,  -0.218623
  -0.950716,  -1.58273,  -0.226431
  -0.984505,  -1.60672,  -0.187391
  -1.01369,  -1.53477,  -0.187391
  -1.04287,  -1.43885,  -0.218623
  -1.07359,  -1.43885,  -0.226431
  -1.10123,  -1.39089,  -0.0585598
  -1.12888,  -1.34293,  -0.0507518
  -1.15806,  -1.39089,  -0.101504
  -1.1811,  -1.34293,  -0.0585598
  -1.20567,  -1.247,  -0.0585598
  -1.23178,  -1.15108,  -0.0468478
  -1.25482,  -1.15108,  -0.0546558
  -1.27632,  -1.05516,  -0.0546558
  -1.29783,  -1.03118,  -0.0507518
